query	evalue	COG_category	Description	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	PFAMs
CAJ68095.1	1.02E-103	V	VanZ like family	-	-	-	-	-	-	-	VanZ
CAJ68096.1	3.11E-08	-	-	-	-	-	-	-	-	-	-
CAJ68097.1	1.21E-78	-	-	-	-	-	-	-	-	-	-
CAJ68098.1	3.76E-161	-	-	-	-	-	-	-	-	-	-
CAJ68099.1	1.63E-90	NU	Tfp pilus assembly protein FimT	-	-	-	-	-	-	-	-
CAJ68100.1	3.69E-113	-	-	-	-	-	-	-	-	-	-
CAJ68101.1	3.01E-131	J	"Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase"	ko:K02356	-	-	-	-	"ko00000,ko03012"	-	"EFP,EFP_N,Elong-fact-P_C"
CAJ68102.1	7.81E-65	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	-
CAJ68103.1	3.82E-166	J	"Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism"	ko:K03685	"ko03008,ko05205,map03008,map05205"	-	-	-	"ko00000,ko00001,ko01000,ko03009,ko03019,ko03036"	-	"Ribonucleas_3_3,dsrm"
CAJ68104.1	5.85E-253	BK	Radical SAM	-	-	-	-	-	-	-	"Fer4_12,Fer4_14,Radical_SAM,Radical_SAM_C"
CAJ68105.1	0	D	Required for chromosome condensation and partitioning	ko:K03529	-	-	-	-	"ko00000,ko03036"	-	"SMC_N,SMC_hinge"
CAJ68106.1	2.96E-233	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)	ko:K03110	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	M00335	-	-	"ko00000,ko00001,ko00002,ko02044"	"3.A.5.1,3.A.5.2,3.A.5.7"	"SRP54,SRP54_N"
CAJ68107.1	1.04E-78	S	Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY ffh. May be a regulatory protein	ko:K09787	-	-	-	-	ko00000	-	UPF0122
CAJ68108.1	5.89e-312	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	ko:K03106	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	M00335	-	-	"ko00000,ko00001,ko00002,ko01000,ko02044"	"3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9"	"SRP54,SRP54_N,SRP_SPB"
CAJ68109.1	3.78E-57	J	Belongs to the bacterial ribosomal protein bS16 family	ko:K02959	"ko03010,map03010"	M00178	-	-	"br01610,ko00000,ko00001,ko00002,ko03011,ko03029"	-	Ribosomal_S16
CAJ68110.1	1.95E-41	S	KH domain	ko:K06960	-	-	-	-	ko00000	-	KH_4
CAJ68111.1	6.43E-117	J	"An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes"	ko:K02860	-	-	-	-	"ko00000,ko03009"	-	"PRC,RimM"
CAJ68112.1	1.57E-167	J	Belongs to the RNA methyltransferase TrmD family	ko:K00554	-	-	R00597	"RC00003,RC00334"	"ko00000,ko01000,ko03016"	-	tRNA_m1G_MT
CAJ68113.1	1.51E-75	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	ko:K02884	"ko03010,map03010"	M00178	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_L19
CAJ68114.1	2.85E-208	S	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity	ko:K14540	-	-	-	-	"ko00000,ko03009"	-	MMR_HSR1
CAJ68115.1	5.88E-295	E	Component of the transport system for branched-chain amino acids	ko:K03311	-	-	-	-	ko00000	2.A.26	Branch_AA_trans
CAJ68116.1	1.65E-285	E	Component of the transport system for branched-chain amino acids	ko:K03311	-	-	-	-	ko00000	2.A.26	Branch_AA_trans
CAJ68117.1	0	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	ko:K00525	"ko00230,ko00240,ko01100,map00230,map00240,map01100"	M00053	"R02017,R02018,R02019,R02024"	RC00613	"ko00000,ko00001,ko00002,ko01000,ko03400"	-	"ATP-cone,Ribonuc_red_lgC"
CAJ68118.1	5.00E-176	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	ko:K03470	"ko03030,map03030"	-	-	-	"ko00000,ko00001,ko01000,ko03032"	-	RNase_HII
CAJ68119.1	5.53E-242	C	dehydrogenase (FMN-dependent)	-	-	-	-	-	-	-	FMN_dh
CAJ68121.1	1.12E-114	K	PFAM Transcription factor CarD	ko:K07736	-	-	-	-	"ko00000,ko03000"	-	CarD_CdnL_TRCF
CAJ68122.2	8.36E-236	V	ABC-2 family transporter protein	ko:K01992	-	M00254	-	-	"ko00000,ko00002,ko02000"	3.A.1	ABC2_membrane_3
CAJ68123.1	3.95E-235	V	ABC-2 family transporter protein	ko:K01992	-	M00254	-	-	"ko00000,ko00002,ko02000"	3.A.1	ABC2_membrane_3
CAJ68124.1	3.21E-216	V	ATPases associated with a variety of cellular activities	ko:K01990	-	M00254	-	-	"ko00000,ko00002,ko02000"	3.A.1	"ABC_tran,DUF4162"
CAJ68125.1	5.88E-146	KT	"helix_turn_helix, Lux Regulon"	-	-	-	-	-	-	-	"GerE,Response_reg"
CAJ68126.1	3.84E-260	T	Histidine kinase	-	-	-	-	-	-	-	"HATPase_c,HisKA_3"
CAJ68127.1	2.64E-75	L	Belongs to the UPF0102 family	ko:K07460	-	-	-	-	ko00000	-	UPF0102
CAJ68128.1	0	O	Mg chelatase-like protein	ko:K07391	-	-	-	-	ko00000	-	"ChlI,Mg_chelatase,Mg_chelatase_C"
CAJ68129.1	1.03E-264	LU	DNA protecting protein DprA	ko:K04096	-	-	-	-	ko00000	-	DNA_processg_A
CAJ68130.1	0	L	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone"	ko:K03168	-	-	-	-	"ko00000,ko01000,ko03032,ko03400"	-	"Topoisom_bac,Toprim,zf-C4_Topoisom"
CAJ68131.1	2.27E-175	K	DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor	ko:K03706	-	-	-	-	"ko00000,ko03000"	-	"CodY,HTH_CodY"
CAJ68132.2	2.84E-302	L	"Psort location Cytoplasmic, score"	ko:K07478	-	-	-	-	ko00000	-	"AAA,AAA_assoc_2,MgsA_C,RuvB_N"
CAJ68133.1	1.02E-189	S	GNAT acetyltransferase	ko:K06976	-	-	-	-	ko00000	-	GNAT_acetyltran
CAJ68134.1	1.31E-98	K	Transcriptional regulator	-	-	-	-	-	-	-	Rrf2
CAJ68135.1	9.24E-289	E	"Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins"	ko:K04487	"ko00730,ko01100,ko04122,map00730,map01100,map04122"	-	"R07460,R11528,R11529"	"RC01789,RC02313"	"ko00000,ko00001,ko01000,ko02048,ko03016,ko03029"	-	Aminotran_5
CAJ68136.1	8.25E-101	C	NifU-like N terminal domain	ko:K04488	-	-	-	-	ko00000	-	NifU_N
CAJ68137.1	8.17E-267	J	"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34"	ko:K00566	"ko04122,map04122"	-	R08700	"RC02313,RC02315"	"ko00000,ko00001,ko01000,ko03016"	-	tRNA_Me_trans
CAJ68138.1	0	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	ko:K01872	"ko00970,map00970"	"M00359,M00360"	R03038	"RC00055,RC00523"	"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016"	-	"DHHA1,tRNA-synt_2c,tRNA_SAD"
CAJ68139.1	8.86E-56	S	Belongs to the UPF0297 family	-	-	-	-	-	-	-	DUF965
CAJ68140.1	0	P	arylsulfatase activity	-	-	-	-	-	-	-	-
CAJ68141.1	1.97E-92	J	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	ko:K07447	-	-	-	-	"ko00000,ko01000"	-	RuvX
CAJ68142.1	4.93E-35	S	Protein of unknown function (DUF1292)	-	-	-	-	-	-	-	DUF1292
CAJ68143.1	6.43E-110	P	Belongs to the Fur family	ko:K03711	-	-	-	-	"ko00000,ko03000"	-	FUR
CAJ68144.1	1.07E-156	S	"LexA-binding, inner membrane-associated putative hydrolase"	ko:K07038	-	-	-	-	ko00000	-	YdjM
CAJ68145.1	0	J	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay	ko:K12574	"ko03018,map03018"	-	-	-	"ko00000,ko00001,ko01000,ko03019"	-	"Lactamase_B,Lactamase_B_2,RMMBL"
CAJ68146.1	7.03E-40	-	-	ko:K03537	"ko03008,ko03013,map03008,map03013"	-	-	-	"ko00000,ko00001,ko01000,ko03009,ko03016,ko03029"	-	-
CAJ68147.1	7.91E-269	M	"Penicillin-binding protein 5, C-terminal domain"	ko:K07258	"ko00550,ko01100,map00550,map01100"	-	-	-	"ko00000,ko00001,ko01000,ko01002,ko01011"	-	"PBP5_C,Peptidase_S11"
CAJ68148.1	4.85E-97	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	DUF2000
CAJ68149.1	6.45E-204	K	AraC-like ligand binding domain	-	-	-	-	-	-	-	"AraC_binding,HTH_18,HTH_AraC"
CAJ68150.1	2.16E-135	S	"Peptidase, M50 family"	-	-	-	-	-	-	-	Peptidase_M50
CAJ68151.1	1.59E-155	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	ko:K05896	-	-	-	-	"ko00000,ko03036"	-	SMC_ScpA
CAJ68152.1	1.28E-120	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	ko:K06024	-	-	-	-	"ko00000,ko03036"	-	SMC_ScpB
CAJ68153.1	2.22E-138	-	-	-	-	-	-	-	-	-	DUF2953
CAJ68154.1	2.99E-85	S	Sporulation protein YtfJ	-	-	-	-	-	-	-	Spore_YtfJ
CAJ68155.1	1.54E-96	K	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	-	-	"HTH_27,MarR"
CAJ68156.1	0	E	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides	ko:K01255	"ko00480,ko01100,map00480,map01100"	-	"R00899,R04951"	"RC00096,RC00141"	"ko00000,ko00001,ko01000,ko01002"	-	"Peptidase_M17,Peptidase_M17_N"
CAJ68157.1	8.98E-149	S	Integral membrane protein (intg_mem_TP0381)	-	-	-	-	-	-	-	Intg_mem_TP0381
CAJ68158.1	4.01E-07	P	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	ko:K02010	"ko02010,map02010"	M00190	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	3.A.1.10	"ABC_tran,TOBE_2"
CAJ68159.1	1.30E-69	S	PFAM MazG nucleotide pyrophosphohydrolase	-	-	-	-	-	-	-	MazG
CAJ68160.1	3.15E-174	K	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form	ko:K12410	-	-	-	-	"ko00000,ko01000"	-	SIR2
CAJ68161.1	0	GT	Src homology 3 domains	-	-	-	-	-	-	-	"Glucosaminidase,SH3_3"
CAJ68162.1	0	L	Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity	"ko:K02342,ko:K03763"	"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440"	M00260	"R00375,R00376,R00377,R00378"	RC02795	"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400"	-	"DNA_pol3_a_NI,DNA_pol3_a_NII,DNA_pol3_alpha,HHH_6,PHP,RNase_T,tRNA_anti-codon"
CAJ68163.1	5.28E-105	S	Required for maturation of 30S ribosomal subunits	ko:K09748	-	-	-	-	"ko00000,ko03009"	-	"DUF150,DUF150_C"
CAJ68164.1	6.70E-248	K	Participates in both transcription termination and antitermination	ko:K02600	-	-	-	-	"ko00000,ko03009,ko03021"	-	"KH_5,NusA_N,S1"
CAJ68165.1	1.20E-59	K	Protein of unknown function (DUF448)	ko:K07742	-	-	-	-	ko00000	-	DUF448
CAJ68166.1	2.78E-65	J	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	-	-	-	-	-	-	-	Ribosomal_L7Ae
CAJ68167.1	0	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	ko:K02519	-	-	-	-	"ko00000,ko03012,ko03029"	-	"GTP_EFTU,IF-2,IF2_N"
CAJ68170.1	2.29E-274	L	Helix-turn-helix domain	ko:K07496	-	-	-	-	ko00000	-	"HTH_OrfB_IS605,OrfB_IS605,OrfB_Zn_ribbon"
CAJ68171.1	5.38E-219	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	ko:K03177	-	-	-	-	"ko00000,ko01000,ko03016"	-	"TruB-C_2,TruB_C_2,TruB_N"
CAJ68172.1	7.35E-221	H	Belongs to the ribF family	ko:K11753	"ko00740,ko01100,ko01110,map00740,map01100,map01110"	M00125	"R00161,R00549"	"RC00002,RC00017"	"ko00000,ko00001,ko00002,ko01000"	-	"FAD_syn,Flavokinase"
CAJ68174.1	2.45E-53	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	ko:K02956	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_S15
CAJ68175.1	1.30E-200	S	"Uncharacterised protein, DegV family COG1307"	-	-	-	-	-	-	-	DegV
CAJ68176.1	0	J	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction	ko:K00962	"ko00230,ko00240,ko03018,map00230,map00240,map03018"	M00394	"R00437,R00438,R00439,R00440"	RC02795	"ko00000,ko00001,ko00002,ko01000,ko03016,ko03019"	-	"KH_1,PNPase,RNase_PH,RNase_PH_C,S1"
CAJ68177.1	1.38E-169	G	Polysaccharide deacetylase	-	-	-	-	-	-	-	Polysacc_deac_1
CAJ68178.1	1.15E-298	S	Belongs to the peptidase M16 family	-	-	-	-	-	-	-	"Peptidase_M16,Peptidase_M16_C"
CAJ68179.1	2.15E-52	S	PRC-barrel domain	-	-	-	-	-	-	-	PRC
CAJ68180.1	2.36E-287	E	ACT domain	ko:K00928	"ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230"	"M00016,M00017,M00018,M00033,M00525,M00526,M00527"	R00480	"RC00002,RC00043"	"ko00000,ko00001,ko00002,ko01000"	-	"AA_kinase,ACT_7"
CAJ68181.1	3.81E-170	OU	Clp protease	ko:K01358	"ko04112,ko04212,map04112,map04212"	-	-	-	"ko00000,ko00001,ko01000,ko01002"	-	CLP_protease
CAJ68182.1	0	D	Belongs to the FtsK SpoIIIE SftA family	ko:K03466	-	-	-	-	"ko00000,ko03036"	3.A.12	"FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma"
CAJ68183.1	3.83E-256	S	Rhodanese Homology Domain	ko:K06917	-	-	-	-	"ko00000,ko01000,ko03016"	-	Rhodanese
CAJ68184.1	9.36e-317	J	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12	ko:K14441	-	-	R10652	"RC00003,RC03217"	"ko00000,ko01000,ko03009"	-	"Radical_SAM,TRAM,UPF0004"
CAJ68185.1	4.08E-113	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	"ko:K00995,ko:K08744"	"ko00564,ko01100,map00564,map01100"	-	"R01801,R02030"	"RC00002,RC00017,RC02795"	"ko00000,ko00001,ko01000"	-	CDP-OH_P_transf
CAJ68186.1	9.89E-241	L	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage"	ko:K03553	"ko03440,map03440"	M00729	-	-	"ko00000,ko00001,ko00002,ko03400"	-	RecA
CAJ68187.2	0	S	Endoribonuclease that initiates mRNA decay	ko:K18682	"ko03018,map03018"	-	-	-	"ko00000,ko00001,ko01000,ko03019"	-	"DUF3552,HD,KH_1"
CAJ68188.1	0	L	DNA helicase	-	-	-	-	-	-	-	"AAA_19,NERD,UvrD-helicase,UvrD_C,UvrD_C_2"
CAJ68189.1	1.45E-120	U	Belongs to the peptidase S26 family	ko:K03100	"ko02024,ko03060,map02024,map03060"	-	-	-	"ko00000,ko00001,ko01000,ko01002"	-	Peptidase_S24
CAJ68190.1	2.56E-183	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	ko:K06153	"ko00550,map00550"	-	R05627	RC00002	"ko00000,ko00001,ko01000,ko01011"	-	BacA
CAJ68191.1	6.78E-218	L	Phage integrase family	-	-	-	-	-	-	-	"Phage_int_SAM_1,Phage_int_SAM_5,Phage_integrase"
CAJ68192.1	0	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	ko:K01756	"ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130"	"M00048,M00049"	"R01083,R04559"	"RC00379,RC00444,RC00445"	"ko00000,ko00001,ko00002,ko01000"	-	"ADSL_C,Lyase_1"
CAJ68193.1	3.07E-98	K	"Transcriptional regulator, MarR family"	-	-	-	-	-	-	-	MarR
CAJ68194.1	0	G	pts system	"ko:K02777,ko:K02790,ko:K02791"	"ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111"	"M00265,M00266,M00268,M00270,M00272,M00303,M00806"	"R02738,R02780,R04111,R04394,R05132,R08559"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"4.A.1.1.1,4.A.1.1.3"	"PTS_EIIB,PTS_EIIC"
CAJ68195.1	1.27E-171	K	"Helix-turn-helix domain, rpiR family"	-	-	-	-	-	-	-	"HTH_6,SIS"
CAJ68196.1	0	G	family 4	"ko:K01222,ko:K01232"	"ko00010,ko00500,map00010,map00500"	-	"R00837,R00838,R00839,R05133,R05134,R06113"	"RC00049,RC00171,RC00714"	"ko00000,ko00001,ko01000"	-	"Glyco_hydro_4,Glyco_hydro_4C"
CAJ68197.1	5.39E-293	E	Aminotransferase	ko:K00812	"ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230"	-	"R00355,R00694,R00734,R00896,R02433,R02619,R05052"	RC00006	"ko00000,ko00001,ko01000,ko01007"	-	Aminotran_1_2
CAJ68198.1	9.82E-234	H	Domain of unknown function (DUF4921)	ko:K00965	"ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917"	"M00362,M00554,M00632"	R00955	RC00002	"ko00000,ko00001,ko00002,ko01000"	-	"DUF4921,DUF4931,GalP_UDP_tr_C,GalP_UDP_transf"
CAJ68199.1	2.73E-191	L	exodeoxyribonuclease III	ko:K01142	"ko03410,map03410"	-	-	-	"ko00000,ko00001,ko01000,ko03400"	-	Exo_endo_phos
CAJ68200.2	1.27E-135	L	Exonuclease	-	-	-	-	-	-	-	RNase_T
CAJ68201.1	0	E	"Glutamate--ammonia ligase, catalytic domain protein"	ko:K01915	"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727"	-	R00253	"RC00010,RC02798"	"ko00000,ko00001,ko01000,ko04147"	-	Gln-synt_C
CAJ68202.1	2.58E-276	M	Monogalactosyldiacylglycerol synthase	ko:K03429	"ko00561,ko01100,map00561,map01100"	-	"R02689,R04377"	"RC00005,RC00059"	"ko00000,ko00001,ko01000,ko01003"	-	"Glyco_tran_28_C,MGDG_synth"
CAJ68203.1	7.69E-73	K	Transcriptional regulator PadR-like family	ko:K10947	-	-	-	-	"ko00000,ko03000"	-	PadR
CAJ68204.1	5.29E-189	S	Protein of unknown function (DUF1700)	-	-	-	-	-	-	-	"DUF1700,RDD"
CAJ68205.1	1.21E-245	-	-	-	-	-	-	-	-	-	DUF4097
CAJ68206.1	1.28E-115	-	-	-	-	-	-	-	-	-	-
CAJ68207.1	1.88E-161	V	"AAA domain, putative AbiEii toxin, Type IV TA system"	"ko:K01990,ko:K20459,ko:K20490"	"ko02010,ko02020,ko02024,map02010,map02020,map02024"	"M00254,M00813,M00817"	-	-	"ko00000,ko00001,ko00002,ko02000"	"3.A.1,3.A.1.124.1,3.A.1.124.2,3.A.1.124.3,3.A.1.124.4,3.A.1.124.5,3.A.1.124.6"	ABC_tran
CAJ68208.1	2.58E-165	S	ABC-2 family transporter protein	ko:K20491	"ko02010,ko02020,ko02024,map02010,map02020,map02024"	M00817	-	-	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.124.1,3.A.1.124.2,3.A.1.124.6"	ABC2_membrane_4
CAJ68209.1	2.68E-174	S	"Lantibiotic protection ABC transporter permease subunit, MutG family"	ko:K20492	"ko02010,ko02020,ko02024,map02010,map02020,map02024"	M00817	-	-	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.124.1,3.A.1.124.2,3.A.1.124.6"	ABC2_membrane_4
CAJ68210.1	0	T	His Kinase A (phosphoacceptor) domain	ko:K20487	"ko02020,ko02024,map02020,map02024"	M00816	-	-	"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022"	-	"HATPase_c,HisKA"
CAJ68211.1	6.96E-201	H	Belongs to the pyridoxine kinase family	ko:K00868	"ko00750,ko01100,map00750,map01100"	-	"R00174,R01909,R02493"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	-	Phos_pyr_kin
CAJ68212.1	7.85E-288	NU	Putative amidase domain	-	-	-	-	-	-	-	Amidase_6
CAJ68213.1	6.00E-41	K	Cold shock protein	ko:K03704	-	-	-	-	"ko00000,ko03000"	-	CSD
CAJ68214.2	8.33E-99	S	Domain in cystathionine beta-synthase and other proteins.	-	-	-	-	-	-	-	CBS
CAJ68215.1	2.66E-169	O	peptidyl-prolyl isomerase	"ko:K03769,ko:K07533"	-	-	-	-	"ko00000,ko01000,ko03110"	-	"Rotamase,Rotamase_2,Rotamase_3"
CAJ68216.1	4.00E-86	-	-	-	-	-	-	-	-	-	-
CAJ68217.1	2.96E-116	E	IrrE N-terminal-like domain	-	-	-	-	-	-	-	Peptidase_M78
CAJ68218.1	3.74E-60	K	Helix-turn-helix domain	-	-	-	-	-	-	-	HTH_3
CAJ68219.1	2.68E-39	K	sequence-specific DNA binding	ko:K07729	-	-	-	-	"ko00000,ko03000"	-	HTH_3
CAJ68220.1	2.66E-97	K	sigma factor activity	-	-	-	-	-	-	-	"DUF722,Sigma70_r4"
CAJ68221.1	9.36E-12	-	-	-	-	-	-	-	-	-	-
CAJ68222.1	2.34E-242	S	Phage tail sheath C-terminal domain	-	-	-	-	-	-	-	"Phage_sheath_1,Phage_sheath_1C"
CAJ68223.1	5.02E-100	S	Phage tail tube protein	-	-	-	-	-	-	-	DUF2001
CAJ68224.1	4.75E-101	S	"Phage XkdN-like tail assembly chaperone protein, TAC"	-	-	-	-	-	-	-	Phage_TAC_5
CAJ68226.1	0	-	-	-	-	-	-	-	-	-	-
CAJ68227.1	1.02E-98	S	LysM domain	-	-	-	-	-	-	-	LysM
CAJ68228.1	0	M	NLP P60 protein	-	-	-	-	-	-	-	"Glucosaminidase,NLPC_P60"
CAJ68230.1	2.79E-97	S	Protein of unknown function (DUF2634)	-	-	-	-	-	-	-	DUF2634
CAJ68231.1	1.56E-254	S	Baseplate J-like protein	-	-	-	-	-	-	-	Baseplate_J
CAJ68232.1	9.79E-142	T	Tail protein	-	-	-	-	-	-	-	DUF2313
CAJ68233.1	1.02E-232	UW	Phage tail-collar fibre protein	-	-	-	-	-	-	-	"DUF3751,Peptidase_S74"
